Unia,mara-du,genus,loga-asal,Latine,linke,Engle,Frans,Espanya,Arab,Hindu,putung Han,Nipon
Kao Dai din,2,din,,,,Caodaism,,,,,,
katedral,3,din,,,,n. cathedral,,,,,,
kristo,3,din,,,,"n. christ, messiah",,,,,,
Kristo din,2,din,,,,Christianity,,,,,,
Kristo din-zen,2,din,,,,Christian,,,,,,
Kristo puza-kan,3,din,,,,n. Christian church,,,,,,
Kur'an kitap,3,din,,,,"n. Qur'an, Quran, Koran",,,,,,
lao kon-trata,3,din,,,,n. Old Testament,,,,,,
mascid,3,din,"ara:مَسْجِد, fas:مَسْجِد, tur:mescit, swa:mskiti, hin:मस्जिद, ben:মসজিদ, may:masjid",,,n. mosque,,,,,,
monah,3,din,"eng:monk, spa:monje, deu:Mönch, rus:мона́х, swa:mmonaki",,,"n. monk, nun",,,,,,
monah-kan,3,din,,,,n. monastery,,,,,,
nove kon-trata,3,din,,,,n. New Testament,,,,,,
puza-meza,2,din,,,,altar,,,,,,
Ru din,2,din,,,,Confucianism,,,,,,
san-kitap,2,din,,,,"n. holy text, bible",,,,,,
Shintou puza-plas,3,din,,,,"Shinto shrine, jinja",,,,,,
Sik din,2,din,,,,Sikhism,,,,,,
Sintou din,2,din,,,,Shintoism,,,,,,
Sulomo,3,din,"heb:שְׁלֹמֹה, ara:سُلَيْمَان, eng:Solomon",,,Solomon,,,,,,
Tora kitap,3,din,,,,n. Torah,,,,,,
Veda kitap,3,din,,,,n. the Vedas,,,,,,
Vodun din,2,din,,,,"Vodun, Vodu, Vodou, Voodoo",,,,,,
Yehudá din,2,din,,,,Judaism,,,,,,
Yehudi puza-kan,3,din,,,,"Jewish temple, synagogue, shul",,,,,,
Zhain din,2,din,,,,Jainism,,,,,,
ais-kasa,2,dom-gu,,,,"freezer, ice-box",,,,,,
dom-gu,2,dom-gu,,,,n. furniture,,,,,,
frigide-kasa,2,dom-gu,,,,,,,,,,
kaguzi-kasa,2,dom-gu,,,,n. shelf,,,,,,
super-kasa,2,dom-gu,,,,"n. closet, wardrobe",,armario,,,,
tir-kasa-kasa,2,dom-gu,,,,"n. dresser, chest of drawers",,cómoda,,,,
tire-kasa,2,dom-gu,,,,drawer,,,,,,
arak,3,drinke,ara:عرق,,,"arak, araq",,,,,,
bia,2,drinke,eng:beer,,,beer,,,,,,
cai,1,drinke,"por:chá, rus:чай, tur:çay, ara:شاي, swa:chai, fas:چای, hin:चाय, ben:চা, zho:茶",,,tea,,,,,,
gin,3,drinke,eng:gin,,,gin,,,,,,
kafe,1,drinke,,,,coffee,,,,,,
milko,1,drinke,"eng:milk, deu:Milch, rus:молоко́, jpn:ミルク, kor:밀크",,,milk,,,,,,
nipon alkol,3,drinke,jpn:日本酒,,,sake,,,,,,
rom,3,drinke,eng:rum,,,rum,,,,,,
socu,3,drinke,kor:소주,,,soju,,,,,,
tekila,3,drinke,spa:tequila,,,tequila,,,,,,
vino,2,drinke,"eng:wine, por:vinho, spa:vino, deu:Wein, rus:вино́, swa:mvinyo, may:wain, jpn:ワイン",,,wine,,,,,,
viski,2,drinke,eng:whisky,,,whisky,,,,,,
votka,2,drinke,rus:во́дка,,,vodka,,,,,,
,2,drinke,,,,apple juice,,,,,,
,2,drinke,,,,grape juice,,,,,,
,3,drinke,,,,guava juice,,,,,,
,2,drinke,,,,orange juice,,,,,,
,3,drinke,,,,passion fruit juice,,,,,,
sui,1,"drinke,materi,zi nam",zho:水,,s,water; (letter) S,,,,,,
kafe-ín,2,droga,,,,caffeine,,,,,,
kapsaisin,,droga,,,,capsaicin,,,,,,
?,2,emosi,,,,"a. funny, amusing, comical; n. humor, comedy",,,,,,
ai,1,emosi,zho:愛,,,"v. like, love; a. dear, favorite",,,,,,
cok,2,emosi,"eng:shock, spa:choque, por:choque, rus:шок, tur:şok, may:syok, jpn:ショック, zho:休克",,,"n. shock, impact, jolt; surprise, shock; (psychology) shock; i. oh, what, oh my god, what a shock",,,,,,
duka,1,emosi,,,,"n. sadness, grief, sorrow, woe",,,,,,
emosi,2,emosi,"eng:emotion, spa:emoción, rus:эмо́ция, may:emosi",,,"emotion, passion",,,,,,
fobi,1,emosi,,,,"a. afraid; n. fear, fright",,,,,,
furi,1,emosi,,,,"a. angry, furious, upset; n. anger; fury",,,,,,
sarma?,2,emosi,,,,"n. shame, disgrace, embarassment; a. embarrassed, ashamed, humiliated",,,,,,
suka,1,emosi,,,,"a. happy, joyful; pleasant, nice n. happiness, pleasure",,,,,,
vao,2,emosi,,,,"n. wonder, surprise, admiration, awe; intr.v. wonder; marvel; i. wow, ooh, ah",,,,,,
vao don,2,emosi,,,,"a. awe-inspiring, awesome, marvelous, wonderful, impressive, surprising; tr.v. awe, wow, impress, surprise",,,,,,
yuk,1,emosi,,,,"desire, want, wish",,,,,,
[burn?]-sei,2,energi,,,,fuel,,,,,,
atom energi,2,energi,,,,"nuclear energy, nuclear power",,"energía atómica, energía nuclear",,,,原子力
atom energi-kan,3,energi,,,,nuclear power plant,,,,,,
elektri energi,2,energi,,,,electric power,,,,,,
elektri gen,2,energi,,,,electricity generation (electricity distribution),,,,,,
elektri net,2,energi,,,,electrical grid,,,,,,
energi asle,2,energi,,,,energy source,,,,,,
energi gen,2,energi,,,,"power generation, energy generation",,,,,,
energi-kan,2,energi,,,,n. power plant,,,,,,
gas lik,2,energi,,,,"gas power, natural gas power",,,,,,
geo-termo energi,2,energi,,,,geothermal power,,,,,,
hava energi,2,energi,,,,wind power,,,,,,
karbo energi,2,energi,,,,coal power,,,,,,
karbo energi-kan,3,energi,,,,coal-fired power plant,,,,,,
nefta energi,2,energi,,,,"oil power, burning oil",,,,,,
nit energi,2,energi,,,,"solar power, photovoltaics",,,,,,
sui energi,2,energi,,,,hydroelectirc power,,,,,,
zen lik,2,energi,,,,"manpower, human power",,,,,,
,2,energi,,,,fossil fuel,,,,,,
,3,energi,,,,hydroelectric dam,,,,,,
,2,energi,,,,n. solar panel; a. photovoltaic,,,,,,
?-hisap,2,eskul,,,,"calculus, infinitessimal calculus, calculus of variations",,,,,,
alcabra,2,eskul,,,,n. algebra; a. algebraic,,,,,,
bat di nen,2,eskul,,,,eighth grade,,,,,,
bat-nen-zen,2,eskul,,,,eighth-grader,,,,,,
ben-parke,2,eskul,,,,kindergarten,,,,,,
ben-parke-zen,2,eskul,,,,kindergartner,,,,,,
catur di nen,2,eskul,,,,"fourth grade, fourth year",,,,,,
catur-nen-zen,2,eskul,,,,"fourth-grader, fourth-year student",,,,,,
dai catur di nen,3,eskul,,,,"college fourth year, college senior year",,,,,,
dai catur-nen-zen,3,eskul,,,,"college fourth-year student, college senior",,,,,,
dai dua di nen,3,eskul,,,,"college second year, college sophomore year",,,,,,
dai dua-nen-zen,3,eskul,,,,"college second-year student, college sophomore",,,,,,
dai tri di nen,3,eskul,,,,"college third year, college junior year",,,,,,
dai tri-nen-zen,3,eskul,,,,"college third-year student, college junior",,,,,,
dai uni di nen,3,eskul,,,,"college first year, college freshman year",,,,,,
dai uni-nen-zen,3,eskul,,,,"college first-year student, college freshman",,,,,,
dai-eskul,2,eskul,,,,"college, university, tertiary school",,,,,,
dai-eskul-zen,2,eskul,,,,"college student, university student",,,,,,
deka di nen,2,eskul,,,,tenth grade,,,,,,
deka-dua di nen,2,eskul,,,,twelfth grade,,,,,,
deka-dua-nen-zen,2,eskul,,,,twelfth-grader,,,,,,
deka-nen-zen,2,eskul,,,,tenth-grader,,,,,,
deka-uni di nen,2,eskul,,,,eleventh grade,,,,,,
deka-uni-nen-zen,2,eskul,,,,eleventh-grader,,,,,,
doktor-eskul,2,eskul,,ISCED 8,,"doctorate, doctoral program",,,,,,
dua di nen,2,eskul,,,,"second grade, second year",,,,,,
dua-nen-zen,2,eskul,,,,"second-grader, second-year student",,,,,,
geo-metro,2,eskul,,,,geometry,,,,,,
hisap-logi,2,eskul,,,,n. mathematics,,,,,,
hisap-sut,3,eskul,,,,n. arithmetic,,,,,,
insan? darsa?,2,eskul,,,,humanities,,,,,,
kitap-sut,2,eskul,,,,"writing, literature",,,,,,
liksi,2,eskul,zho:歷史,,,"history; chronicle, record, annal, timeline",,,,,,
luk di nen,2,eskul,,,,sixth grade,,,,,,
luk-nen-zen,2,eskul,,,,sixth-grader,,,,,,
maistre-eskul,2,eskul,,ISCED 7,,master’s program,,,,,,
medi dua di nen,3,eskul,,,,middle school second year,,,,,,
medi dua-nen-zen,3,eskul,,,,middle school second-year student,,,,,,
medi tri di nen,3,eskul,,,,middle school third year,,,,,,
medi tri-nen-zen,3,eskul,,,,middle school third-year student,,,,,,
medi uni di nen,3,eskul,,,,middle school first year,,,,,,
medi uni-nen-zen,3,eskul,,,,middle school first-year student,,,,,,
medi-eskul,2,eskul,,ISCED 2,,"middle school, intermediate school, junior high school, lower secondary school",,,,,,
medi-eskul-zen,2,eskul,,,,"middle schooler, intermediate schooler, junior high schooler",,,,,,
nica catur di nen,3,eskul,,,,"elementary school fourth year, fourth grade",,,,,,
nica catur-nen-zen,3,eskul,,,,"elementary school fourth-year student, fourth-grader",,,,,,
nica dua di nen,3,eskul,,,,"elementary school second year, second grade",,,,,,
nica dua-nen-zen,3,eskul,,,,"elementary school second-year student, second-grader",,,,,,
nica luk di nen,3,eskul,,,,"elementary school sixth year, sixth grade",,,,,,
nica luk-nen-zen,3,eskul,,,,"elementary school sixth-year student, sixth-grader",,,,,,
nica penta di nen,3,eskul,,,,"elementary school fifth year, fifth grade",,,,,,
nica penta-nen-zen,3,eskul,,,,"elementary school fifth-year student, fifth-grader",,,,,,
nica tri di nen,3,eskul,,,,"elementary school third year, third grade",,,,,,
nica tri-nen-zen,3,eskul,,,,"elementary school third-year student, third-grader",,,,,,
nica uni di nen,3,eskul,,,,"elementary school first year, first grade",,,,,,
nica uni-nen-zen,3,eskul,,,,"elementary school first-year student, first-grader",,,,,,
nica-eskul,2,eskul,,ISCED 1,,"primary school, elementary school, grade school",,,,,,
nica-eskul-zen,2,eskul,,,,"primary schooler, elementary schooler, grade schooler",,,,,,
penta di nen,2,eskul,,,,fifth grade,,,,,,
penta-nen-zen,2,eskul,,,,fifth-grader,,,,,,
pos-dai-eskul,2,eskul,,,,"graduate, postgraduate",,,,,,
pos-dai-eskul-zen,2,eskul,,,,graduate student,,,,,,
pre-dai-eskul,2,eskul,,,,undegraduate program,,,,,,
pre-dai-eskul-zen,2,eskul,,,,undergraduate student,,,,,,
pre-eskul,2,eskul,,ISCED 0,,"preschool, creche, nursery school",,,,,,
sebe di nen,2,eskul,,,,seventh grade,,,,,,
sebe-nen-zen,2,eskul,,,,seventh-grader,,,,,,
sosia-logi,2,eskul,,,,"sociology, social sciences, social studies",,,,,,
super catur di nen,3,eskul,,,,"high school fourth year, high school senior year",,,,,,
super catur-nen-zen,3,eskul,,,,"high school fourth-year student, high school senior",,,,,,
super dua di nen,3,eskul,,,,"high school second year, high school sophomore year",,,,,,
super dua-nen-zen,3,eskul,,,,"high school second-year student, high school sophomore",,,,,,
super tri di nen,3,eskul,,,,"high school third year, high school junior year",,,,,,
super tri-nen-zen,3,eskul,,,,"high school third-year student, high school junior",,,,,,
super uni di nen,3,eskul,,,,"high school first year, high school freshman year",,,,,,
super uni-nen-zen,3,eskul,,,,"high school first-year student, high school freshman",,,,,,
super-eskul,2,eskul,,ISCED 3,,"high school, secondary school, upper secondary school",,,,,,
tekni-eskul,2,eskul,,,,"vocational school, trade school, technical school",,,,,,
tisa di nen,2,eskul,,,,ninth grade,,,,,,
tisa-nen-zen,2,eskul,,,,ninth-grader,,,,,,
tri di nen,2,eskul,,,,"third grade, third year",,,,,,
tri-nen-zen,2,eskul,,,,"third-grader, third-year student",,,,,,
uni di nen,2,eskul,,,,"first grade, first year",,,,,,
uni-nen-zen,2,eskul,,,,"first-grader, first-year student",,,,,,
,2,eskul,,,,associate's degree,,,,,,
,3,eskul,,,,botany (phytology),,,,,,
,2,eskul,,ISCED 6,,"four-year institution, bachelor’s program, baccalaureate",,,,,,
,2,eskul,,,,n. scholar; a holder of a bachelor’s degree,,,,,,
,2,eskul,,ISCED 5,,"two-year institution, associate program, community college",,,,,,
logi,2,"eskul,logi",,,,"tr.v. study, research, investigate; n. study, science, investigation",,,,,,
Amérika fut-bol,2,esporte,,,,American football,,,,,,
baza-bol,2,esporte,,,,baseball,,,,,,
fut-bol,2,esporte,,,,"football, soccer",,,,,,
golfe,2,esporte,,,,golf,,,,,,
,2,esporte,,,,basketball,,,,,,
,2,esporte,,,,fencing,,,,,,
,3,esporte,,,,rugby,,,,,,
,2,esporte,,,,volleyball,,,,,,
Cung etnia,3,etnia,,,,Zuang people,,,,,,
Dan etnia,3,etnia,,,,Danes,,,,,,
Frans etnia,3,etnia,,,,French people,,,,,,
Havai'i etnia,3,etnia,,,,Hawaiian people,,,,,,
Hmong etnia,3,etnia,,,,Hmong people,,,,,,
Hopi etnia,3,etnia,,,,Hopi people,,,,,,
Hui etnia,3,etnia,,,,Hui people,,,,,,
Iluria etnia,3,etnia,,,,n. Illyrians,,,,,,
Madaya etnia,3,etnia,,,,n. Medes,,,,,,
Mancu etnia,3,etnia,,,,Manchu people,,,,,,
Mesika etnia,3,etnia,,,,Nahua,,,,,,
Nord etnia,3,etnia,,,,"Norsemen, Vikings",,,,,,
Norge etnia,3,etnia,,,,Norwegians,,,,,,
Pod etnia,3,etnia,,,,Tibetan people,,,,,,
Rasena etnia? Etrusko etnia,3,etnia,,,,n. Etruscans,,,,,,
Runa etnia,3,etnia,,,,Quechua peoples,,,,,,
Svahili etnia,3,etnia,,,,"Swahili people, Waswahili",,,,,,
Sven etnia,3,etnia,,,,Swedes,,,,,,
Thrake etnia,3,etnia,,,,n. Thracians,,,,,,
Uighur etnia,3,etnia,,,,Uyghurs,,,,,,
Vompanak etnia,3,etnia,,,,"Wampanoag people, Wôpanâak people",,,,,,
Xosa etnia,3,etnia,,,,Xhosa people,,,,,,
Yehudá etnia,3,etnia,,,,Jewish people,,,,,,
Zulu etnia,3,etnia,,,,"Zulu people, amaZulu",,,,,,
,3,etnia,,,,Akkadians,,,,,,
,3,etnia,,,,Assyrians,,,,,,
,3,etnia,,,,Babylonians,,,,,,
,3,etnia,,,,n. Hittites,,,,,,
,3,etnia,,,,n. Igbo people,,,,,,
,3,etnia,,,,"n. Indo-Iranian peoples, Aryans",,,,,,
,3,etnia,,,,n. Kurds,,,,,,
,3,etnia,,,,n. Mayans,,,,,,
,3,etnia,,,,"n. Occitans, Gascons, Provençals, Auvergnats",,,,,,
,3,etnia,,,,n. Oromo people,,,,,,
,3,etnia,,,,n. Romani people,,,,,,
,3,etnia,,,,n. Sikhs,,,,,,
,3,etnia,,,,n. Yoruba people,,,,,,
,3,etnia,,,,n. Zulu people,,,,,,
[find?]-baba,2,famili,,,,adoptive father,,,,,,
[find?]-ben,2,famili,,,,adopted child,,,,,,
[find?]-cin,2,famili,,,,"adoptive parent, foster parent, legal guardian",,,,,,
[find?]-mama,2,famili,,,,adoptive mother,,,,,,
ben di gami-baba,3,famili,,,,child’s mother-in-law,,,,,,
ben di gami-cin,3,famili,,,,child's parent-in-law,,,,,,
ben di gami-mama,3,famili,,,,child’s father-in-law,,,,,,
ben-ben,2,famili,,,,grandchild,,,,,,
ben-ben-ben,2,famili,,,,great grandchild,,,,,,
ben-ben-ben-fem,2,famili,,,ben-ben-ben,great granddaughter,,,,,,
ben-ben-ben-mac,2,famili,,,ben-ben-ben,great grandson,,,,,,
ben-ben-fem,2,famili,,,ben-ben,granddaughter,,,,,,
ben-ben-mac,2,famili,,,ben-ben,grandson,,,,,,
ben-fem,1,famili,,,ben,n. daughter; girl?,,,,,,
ben-mac,1,famili,,,ben,n. son; boy?,,,,,,
cin-baba,2,famili,,,cin-cin,grandfather,,,,,,
cin-cin,2,famili,,,,grandparent,,,,,,
cin-cin-baba,2,famili,,,cin-cin-cin,great grandfather,,,,,,
cin-cin-cin,2,famili,,,,great grandparent,,,,,,
cin-cin-mama,2,famili,,,cin-cin-cin,great grandmother,,,,,,
cin-mama,2,famili,,,cin-cin,grandmother,,,,,,
famili-zen,2,famili,,,,"relative, family member, kinsman, cousin",,,,,,
fen-kak,2,famili,,,,half-sibling,,,,,,
fon-kak-fem,2,famili,,,,half-sister,,,,,,
fon-kak-mac,2,famili,,,,half-brother,,,,,,
gami-baba,2,famili,,,,father-in-law; stepfather,,,,,,
gami-ben,2,famili,,,,child-in-law; stepchild,,,,,,
gami-ben-fem,2,famili,,,,daughter-in-law,,,,,,
gami-ben-mac,2,famili,,,,son-in-law,,,,,,
gami-cin,2,famili,,,,parent-in-law; stepparent,,,,,,
gami-fem,1,famili,,,,wife,,,,,,
gami-kak,2,famili,,,,sibling-in-law; stepsibling,,,,,,
gami-kak-fem,2,famili,,,,sister-in-law; stepsister,,,,,,
gami-kak-mac,2,famili,,,,brother-in-law; stepbrother,,,,,,
gami-mac,1,famili,,,,husband,,,,,,
gami-mama,2,famili,,,,mother-in-law; stepmother,,,,,,
gami-zen,1,famili,,,,spouse,,,,,,
gen-baba,2,famili,,,,"biological father, birth father",,,,,,
gen-ben,2,famili,,,,biological child,,,,,,
gen-cin,2,famili,,,,"biological parent, birth parent",,,,,,
gen-mama,2,famili,,,,"biological mother, birth mother",,,,,,
kak-ben,2,famili,,,,"nibling, niece or nephew",,,,,,
kak-ben-fem,2,famili,,,,nephew,,,,,,
kak-ben-mac,2,famili,,,,niece,,,,,,
kak-cin,2,famili,,,,anticle,,,,,,
kak-cin-cin,2,famili,,,,"grandparent's sibling, great uncle, great aunt",,,,,,
kak-cin-fem,2,famili,,,,aunt,,,,,,
kak-cin-mac,2,famili,,,,uncle,,,,,,
kak-fem,1,famili,,,kak,sister,,,,,,
kak-kak,2,famili,,,,first cousin,,,,,,
kak-kak-ben,3,famili,,,,first cousin once removed (first cousin's child),,,,,,
kak-kak-ben-ben,3,famili,,,,first cousin twice removed (first cousin’s grandchild),,,,,,
kak-kak-cin,3,famili,,,,first cousin once removed (parent's first cousin),,,,,,
kak-kak-cin-cin,3,famili,,,,first cousin twice removed (grandparent’s first cousin),,,,,,
kak-kak-kak,3,famili,,,,second cousin,,,,,,
kak-kak-kak-ben,3,famili,,,,second cousin once removed (first cousin’s grandchild),,,,,,
kak-kak-kak-cin,3,famili,,,,second cousin once removed (grandparent’s first cousin),,,,,,
kak-mac,1,famili,,,kak,brother,,,,,,
lao-kak,2,famili,,,,older sibling,,,,,,
lao-kak-fem,2,famili,,,,older sister,,,,,,
lao-kak-mac,2,famili,,,,older brother,,,,,,
yun-kak,2,famili,,,,younger sibling,,,,,,
yun-kak-fem,2,famili,,,,"younger sister, little sister, kid sister",,,,,,
yun-kak-mac,2,famili,,,,"younger brother, little brother, kid brother",,,,,,
famili,1,"famili,tipo-logi","eng:family, spa:familia, por:família, fra:famille, deu:Familie, rus:фами́лия, swa:familia, tur:familya, may:famili",,,n. family; (taxonomy) family,,,,,,
anti,2,fang,"eng:anti-, spa:anti, rus:анти-, zho:反對",,,"n. opposite, reverse, contrary, inverse; a. opposite, reversed, contrary, inverted; v. oppose, resist, counter; pf. un-, de-; anti-, counter-, dis-; back-, re-",,,,,,
bok,2,fang,zho:北,,,north,,,,,,
es,0,fang,,,,n. outside; a. outer; av. out,,,,,,
es-fa,2,fang,,,,"intr.v. exit, emerge; tr.v. expell, remove, take out",,,,,,
es-hele,1,fang,,,,"intr.v. leave, depart, get out, go away; n. departure",,,,,,
frente,1,fang,,,,"n. front; a. fore, forward, anterior; av. forward, forth",,,,,,
frente-fa,2,fang,,,,"intr.v. advance, go forth",,,,,,
hele,1,fang,,,,"intr.v. move, pass; happen, occur; arrive, get to; tr.v. transfer, transport; perform, execute, carry out; n. transportation, transit, movement; arrival",,,,,,
in,0,fang,,,,n. inside; a. inner; av. in,,,,,,
in-fa,2,fang,,,,"intr.v. enter, go in, go inside; tr.v. insert, put in",,,,,,
karip,1,fang,"ara: قريب, swa:karibu",,,a. near; close; i. welcome; av. closer,,,,,,
kinar na?,2,fang,,,,"pp. around, surrounding, on all sides of",,,,,,
kon,1,fang,,,,av. together,,,,,,
kon-fa,2,fang,,,,intr.v. come together; tr.v. bring together,,,,,,
krus,2,fang,,,,"tr.v. cross, transit; n. crossing",,,,,,
lato,2,fang,,,,"n. side; a. lateral, horizontal; transverse, crosswise",,,,,,
nica,0,fang,,,,"a. low, inferior; n. bottom, base; the area underneath something; av. down",,,,,,
nica-fa,2,fang,,,,"intr.v. descend, fall; get off (a vehicle), dismount; tr.v. lower, demote",,,,,,
pos,0,fang,,,,"a. next, subsequent, following; tr.v. follow, go after",,,,,,
pos-fa,2,fang,,,,"tr.v. delay, put off",,,,,,
pre,0,fang,,,,"a. previous, last, prior, preceding, leading; tr.v. precede, go before",,,,,,
pre-fa,2,fang,,,,"tr.v. put before, prioritize",,,,,,
retro,1,fang,,,,"n. back; a. rear, backward, posterior; av. back, backward",,,,,,
retro-fa,2,fang,,,,"intr.v. return, retreat, regress, go back; tr.v. send back",,,,,,
sarik,2,fang,"ara:شَرْق‎, fas:شرق‎, swa:mashariki",,,east,,,,,,
super,0,fang,,,,a. high; superior; n. top; the area above something; av. up,,,,,,
super-fa,2,fang,,,,"intr.v. rise, ascend; mount, get on (a vehicle); ride, travel by; tr.v. raise, elevate, heighten, promote",,,,,,
sur,2,fang,,,,south,,,,,,
tele,1,fang,,,,"a. far, distant; av. away",,,,,,
ueste,2,fang,,,,west,,,,,,
you,1,fang,zho:右,,,"right, right-hand, dexter",,,,,,
zo,1,fang,zho:左,,,"left, left-hand, sinister",,,,,,
,2,fang,,,,"av. away; intr.v. go away; tr.v. throw away, put away, remove",,,,,,
gola,2,"fang,forma",,,,"n. circle; a. round; av. around, in circles",,,,,,
atom,2,fizik,,,,atom,,,,,,
atom fizik,2,fizik,,,,nuclear physics,,,,,,
Avogadro nomer,3,fizik,,,,Avogadro constant,,,,,,
bar lik nomer,3,fizik,,,,gravitational constant,,,,,,
Boltsman [factor?],3,fizik,,,,Boltzmann constant,,,,,,
elektri lik,3,fizik,,,,electric force,,,,,,
ion,3,fizik,,,,ion,,,,,,
kinema energi,3,fizik,,,,kinetic energy,,,,,,
lik,2,fizik,zho:力,,,"n. force, strength, might, vigor, energy, power; ability, proficiency, prowess; force (physics)",,,,,,
Lórents nomer,3,fizik,,,,Lorentz factor,,,,,,
Mah nomer,3,fizik,,,,Mach number,,,,,,
molekula,2,fizik,,,,molecule,,,,,,
Plank nomer,3,fizik,,,,Planck constant,,,,,,
proton,2,fizik,,,,proton,,,,,,
Rénoldz nomer,3,fizik,,,,Reynolds number,,,,,,
Rídberg energi,3,fizik,,,,Rydberg constant,,,,,,
Shtéfan-Boltsman [factor?],3,fizik,,,,blackbody constant,,,,,,
termo-du,2,fizik,,,,temperature,,,,,,
vancen radi tei,3,fizik,,,,blackbody,,,,,,
,3,fizik,,,,antiproton,,,,,,
,2,fizik,,,,electric charge,,,,,,
,3,fizik,,,,electric field,,,,,,
,3,fizik,,,,electric potential,,,,,,
,2,fizik,,,,electron,,,,,,
,3,fizik,,,,elementary charge,,,,,,
,3,fizik,,,,gravitational field,,,,,,
,3,fizik,,,,gravitational potential ,,,,,,
,3,fizik,,,,ideal gas constant,,,,,,
,2,fizik,,,,neutron,,,,,,
,3,fizik,,,,photon,,,,,,
,3,fizik,,,,"positron, anti-electron",,,,,,
energi,2,"fizik,energi",,,,"n. energy, vigor, vitality, stamina; energy (physics)",,,,,,
kara-bilit,3,"fizik,energi",,,,n. power (physics),,,,,,
bum,2,fono-loga,,,,"n. explosion; intr.v. explode; i. boom, kaboom",,,,,,
gromgrom?,2,fono-loga,,,,"rumble, grumble",,,,,,
kabom,2,fono-loga,,,,"boom, bang, blast, gust",,,,,,
kiai,2,fono-loga,,,,"scream, shriek",,,,,,
kirakira,2,fono-loga,,,,"twinkle, glitter",,,,,,
pikpik,2,fono-loga,,,,"spark, flash",,,,,,
,2,fono-loga,,,,clatter,,,,,,
,2,fono-loga,,,,"hurl, chuck, fling",,,,,,
,2,fono-loga,,,,tr.v. rummage,,,,,,
,2,fono-loga,,,,whine,,,,,,
arko,2,forma,,,,"n. arch, arc; bow",,,,,,
banda-forma,2,forma,,,,"n. band, stripe",,,,,,
bat-gon,2,forma,,,,n. octogon; a. octagonal,,,,,,
catur-gona,2,forma,,,,"n. square; quadrangle, quadrilateral; a. square",,,,,,
krus-forma,2,forma,,,krus,"n. cross, plus, X; a. crossed",,,,,,
orto-gona,2,forma,,,,n. right angle; rectangle; a. rectangular,,,,,,
penta-gona,2,forma,,,,n. pentagon; a. pentagonal,,,,,,
sen,2,forma,"zho:線 //eng:line, fra:ligne, por:linha, spa:línea, deu:Linie, rus:ли́ния",,,"n. line; ray, beam; line, string, wire, thread; a. linear",,,,,,
(fraze) di fang li,3,fraze,,,,"by (fraze), via (fraze), by doing (fraze)",,,,,,
(fraze) ke,2,fraze,,,,p. (forms yes–no questions),,,,,,
(fraze) nun du,2,fraze,,,,"the degree that (fraze), the amount that (fraze), how much (fraze); so much that (fraze)",,,,,,
(fraze) nun fakto,2,fraze,,,,the fact that (fraze),,,,,,
(fraze) nun haki,2,fraze,,,,n. the right to (fraze),,,,,,
(fraze) nun idea,3,fraze,,,,"the idea that (fraze), the concept that (fraze)",,,,,,
(fraze) nun konong,3,fraze,,,,"the possibility that (fraze), the potential for (fraze)",,,,,,
(fraze) nun limit pe,3,fraze,,,,to the extent that (fraze),,,,,,
(fraze) nun muskil,3,fraze,,,,"the issue that (fraze), the problem that (fraze)",,,,,,
(fraze) nun pan mara pe,2,fraze,,,,every time that (fraze),,,,,,
(fraze) nun sabap,3,fraze,,,,"the reason that (fraze), the reason why (fraze)",,,,,,
(fraze) nun serte-bilit,3,fraze,,,,the probability that (fraze),,,,,,
(fraze) nun ze sukur,2,fraze,,,,thank you for (fraze),,,,,,
(nomer) ao nica,2,fraze,,,,"at most (nomer), no more than (nomer), (nomer) or less",,,,,,(nomer)以下
(nomer) ao super,2,fraze,,,,"at least (nomer), no less than (nomer), (nomer) or more",,,,,,(nomer)以上
(nomer) nica,2,fraze,,,,"less than (nomer), fewer than (nomer), below (nomer)",,,,,,(nomer)以内
(nomer) plika di (nomer),2,fraze,,,,"(nomer) times (nomer), (nomer) multiplied by (nomer)",,,,,,
(nomer) super,2,fraze,,,,"more than (nomer), greater than (nomer), above (nomer)",,,,,,
(sei) akse pe rota,3,fraze,,,,"pivot about (sei), turn on (sei)",,,,,,
(sei) alo,2,fraze,,,,"other than (sei), besides (sei), different from (sei)",,,,,,
(sei) ao (alosei) di nai,2,fraze,,,,neither (sei) nor (alosei),,,,,,
(sei) ao (alosei) di un,2,fraze,,,,either (sei) or (alosei),,,,,,
(sei) di nai,2,fraze,,,,none of (sei),,,,,,
(sei) di pan,2,fraze,,,,all of (sei),,,,,,
(sei) par na,2,fraze,,,,as much as (sei),,,,,,
(sei) va (alosei) di dua,2,fraze,,,,both (sei) and (alosei),,,,,,
(sei) vise na,3,fraze,,,,instead of (sei),,,,,,
(zen) di (sei),2,fraze,,,,(zen)’s (sei),,,,,,
(zen) di (sei) ga te,2,fraze,,,,(zen) has (sei),,,,,,
(zen) muka fren pe,2,fraze,,,,"right in front of (zen), before (zen)’s very eyes, in (zen)’s face",,,,,,
